time,signal
0,11.346222907191802
1,-0.3690278077412188
2,6.20415889908895
3,1.6873844114976624
4,1.2643556083861194
5,9.61802288830013
6,-11.612462676494651
7,-2.5130647515651487
8,1.6822814874030705
9,5.336047967756116
10,13.03596323210369
11,-7.307630997214661
12,2.580235349650086
13,0.351568362728812
14,-7.014182582148981
15,-2.4691722105322613
16,-13.588009025380634
17,7.360458532574171
18,7.8599043959826655
19,-1.998657275988557
20,1.9423225786095868
21,-10.062996717247213
22,4.419662579692212
23,-1.9895723620751073
24,-8.605994100257131
25,7.606589904586247
26,3.659712918284483
27,14.997634440652181
28,1.50480257174243
29,-8.471929224109267
30,5.121283735145999
31,-4.717435976671136
32,3.6043717082184217
33,-2.629334453614683
34,-0.9835587345241841
35,15.337631205651983
36,-2.624467108514274
37,-2.336320152502731
38,-9.854994947677902
39,-7.653938729035658
40,7.3657289812874165
41,-7.905901325211408
42,2.83228689576968
43,4.506371200899659
44,3.8635273152898773
45,7.7265455518054535
46,-14.051717653700454
47,-1.3811715608002189
48,3.2011551210188047
49,3.017316268496492
50,10.413866808064657
51,-3.647551115780832
52,11.223936058994708
53,6.162843720168911
54,-6.6797114425197375
55,-2.3527294155303657
56,-10.574695682072548
57,9.149970209276812
58,5.420564573284891
59,-3.9801552198470826
60,5.389676117344759
61,-4.9694215977090135
62,3.80928993761112
63,-7.94865321137129
64,-13.051861649665977
65,6.887887794125149
66,2.1113282098708055
67,11.047512994269061
68,0.4470826784998133
69,-3.692076476919878
70,10.0753419686488
71,-5.619644272457692
72,-0.1129118212236655
73,-2.143579729623841
74,3.7306316820997116
75,18.660790073838214
76,-1.518836894637973
77,1.4863473171463326
78,-2.6792716962774232
79,-3.7961576488516693
80,4.106403858602594
81,-12.759149916631891
82,2.802330791741256
83,7.168711590082792
84,3.437954536263539
85,4.917722140815941
86,-14.178745562845393
87,0.5055041300106264
88,0.9491710595640188
89,-4.187296170874998
90,5.5428771219199255
91,-1.4920939635211719
92,15.852125812419828
93,7.5942060608842334
94,-6.444022935912825
95,1.2217979755755968
96,-5.870372292092604
97,9.368030229603148
98,2.488126545920937
99,-2.772043428016592
100,12.462221083069426
101,1.198882534229436
102,4.360265533591133
103,-9.323192625418761
104,-12.135469482634317
105,7.12021691323332
106,-2.51421361714133
107,5.097111523548258
108,-0.029123259689694564
109,0.40599578673751324
110,11.26557693943155
111,-9.736241562352385
112,-3.9014762534132528
113,-1.9709228762347406
114,4.084857138648783
115,16.158911675235377
116,-2.3845286106223185
117,7.13324624071785
118,5.618699079309662
119,-0.47337535222267046
120,2.4139528614726222
121,-12.86991384372784
122,6.328954424810361
123,9.453540619203293
124,2.3872598531839477
125,5.426571057131298
126,-9.22457498701693
127,4.350928441410767
128,-2.279405122099039
129,-11.324453971811025
130,1.876826711264803
131,-1.2021234286786413
132,14.748900704713737
133,4.380873589963857
134,-6.584048505174161
135,5.2491532311425075
136,-3.9654319741435966
137,5.461245212838421
138,-1.7153905412527108
139,-0.8267842988300487
140,18.33180874759546
