time,signal
0,0.0
1,5.004470601679027
2,5.521391084195223
3,1.087234581762826
4,-4.321854149327439
5,-5.8555005716324855
6,-2.138471272279508
7,3.4961428780114527
8,5.995736835843536
9,3.1189040557242667
10,-2.55467574939043
11,-5.937456711615904
12,-3.9960712046055153
13,1.5286243541002795
14,5.682589829968463
15,4.740930074254145
16,-0.45196083316758584
17,-5.2395747288595125
18,-5.328818692881278
19,-0.6396669256515666
20,4.623079456654727
21,5.7402723093529815
22,1.710115574819881
23,-3.8535159190594985
24,-5.961667863120052
25,-2.7239429984372814
26,2.9563640492897254
27,5.985675038167351
28,3.647581786167647
29,-1.961328177929652
30,-5.811498966771785
31,-4.450450636432445
32,0.9013535347245216
33,5.44490654724669
34,5.105966890768168
35,0.18846455446880872
36,-4.898035504303078
37,-5.5924266747492695
38,-1.2720426595323417
39,4.188992513960821
40,5.8937235043721365
41,2.3135039536643696
42,-3.3412536989291315
43,-5.999881565136823
44,-3.2783660804056565
45,2.382887343808671
46,5.907386007175228
47,4.1346828503241095
48,-1.3456245656962564
49,-5.619299320489141
50,-4.854101966249685
51,0.2638087099071826
52,5.1451599371618855
53,5.412803756209244
54,0.826741744107853
55,-4.500666417782737
56,-5.792289832999653
57,-1.8899191179318693
58,3.7071576785420013
59,5.97999556820418
60,2.8905220446103077
61,-2.790906468464729
62,-5.969706101887798
63,-3.7954209714787748
64,1.7822494894621692
65,5.761762114061645
66,4.574655066068722
67,-0.7145829605691588
68,-5.363048544907553
69,-5.202424206986933
70,-0.3767431171759581
71,4.786766637231427
72,5.657943215357216
73,1.455595384772455
74,-4.051996848726134
75,-5.92613004357083
76,-2.4862534859597307
77,3.183067105840375
78,5.998105135699799
79,3.4345927535675833
80,-2.2087473161080187
81,-5.87148542595282
82,-4.269214063255697
83,1.1612968083050923
84,5.550463241006751
85,4.962483445647417
86,-0.07539623930002717
87,-5.04566749378901
88,-5.491447035725546
89,-1.013000668276424
90,4.373811764528451
91,5.838591065892767
92,2.067857539047139
93,-3.5571409209663196
94,-5.992421739636107
95,-3.054248494502277
96,2.6226945999055404
97,5.94784578641703
98,3.9395145345177953
99,-1.601411935922175
100,-5.706339097770921
101,-4.694344863459587
102,0.5271071793044453
103,5.275897861143328
104,5.293747358609772
105,0.5646498799111175
106,-4.670773809402063
107,-5.717876049103326
108,-1.6377116131039993
109,3.91100235180523
110,5.952688207886874
111,2.6565493862333933
112,-3.0217392098145015
113,-5.9904093006538455
114,-3.5874298983451816
115,2.0324275214716625
116,5.829790397488041
117,4.39953207733543
118,-0.9758229911692777
119,-5.47614952442097
120,-5.0659675530121095
121,-0.11309063829249125
122,4.941195585770537
123,5.5646709200079885
124,1.198259883086501
125,-4.242640687119238
126,-5.879130314305495
127,-2.243755234426875
128,3.4036136947604696
129,5.998934114284855
130,3.2149607698740605
131,-2.451894448418079
132,-5.920115665247191
133,-4.079720272334536
134,1.4189939821422315
135,5.645284613725339
136,4.809401909225338
137,-0.3391112068920945
138,-5.183540503157026
139,-5.379846220711444
140,-0.7519994013859803
141,4.550171491732392
142,5.772166029516515
143,1.8182116177967282
